Sample	Label
264	A
265	A
266	A
267	A
268	~
269	R
270	A
271	R
272	A
273	A
274	A
275	~
276	A
277	~
278	R
279	A
280	A
281	~
282	R
283	A
284	A
285	A
286	R
287	R
288	A
289	A
290	R
291	A
292	A
293	R
294	R
295	A
296	A
297	A
298	A
299	A
300	A
301	A
302	R
303	R
304	A
305	A
306	A
307	A
308	R
309	A
310	A
311	A
312	A
313	A
314	R
315	R
316	A
317	R
318	A
319	A
320	A
321	A
322	A
323	A
324	A
325	A
326	R
327	A
328	R
329	A
330	A
331	R
332	A
333	A
334	A
335	A
336	A
337	R
338	A
339	A
340	A
341	~
342	~
343	A
344	R
345	A
346	A
347	A
348	A
349	R
350	A
351	A
352	A
353	A
354	~
355	R
356	A
357	A
358	R
359	R
360	R
361	A
362	~
363	A
364	A
365	A
366	A
367	A
368	A
369	R
370	R
371	A
372	A
373	A
374	A
375	R
376	A
377	~
378	A
379	R
380	A
381	A
382	A
383	A
384	A
385	~
386	A
387	R
388	~
389	R
390	A
391	A
392	A
393	A
394	A
395	A
396	~
397	~
398	R
399	A
400	A
401	A
402	~
403	A
404	A
405	A
406	A
407	R
408	R
409	A
410	A
411	A
412	R
413	A
414	A
415	R
416	A
417	A
418	A
419	A
420	~
421	A
422	A
423	A
424	~
425	A
426	A
427	A
428	R
429	A
430	A
431	R
432	A
433	A
434	A
435	A
436	A
437	R
438	R
439	A
440	A
441	R
442	A
443	A
444	A
445	A
446	R
447	A
448	A
449	R
450	A
451	A
452	A
453	A
454	A
455	A
456	R
457	A
458	A
459	A
460	A
461	A
462	R
463	A
464	A
465	A
466	A
467	R
468	A
469	A
470	A
471	A
472	A
473	A
474	R
475	A
476	A
477	A
478	R
479	R
480	A
481	A
482	R
483	A
484	A
485	R
486	A
487	A
488	A
489	R
490	A
491	A
492	A
493	R
494	A
495	A
496	A
497	A
498	A
499	R
500	A
501	A
502	A
503	A
504	A
505	A
506	R
507	A
508	A
509	R
510	A
511	A
512	A
513	A
514	A
515	A
516	A
517	A
518	R
519	A
520	A
521	A
522	A
523	A
524	A
525	A
526	R
527	A
528	A
529	A
530	A
531	R
532	A
533	A
534	R
535	A
536	R
537	A
538	A
539	A
540	A
541	A
542	A
543	R
544	A
545	A
546	R
547	A
548	R
549	A
550	A
551	A
552	A
553	A
554	A
555	R
556	A
557	A
558	R
559	A
560	A
561	R
562	A
563	A
564	A
565	A
566	R
567	A
568	A
569	A
570	A
571	R
572	A
573	A
574	A
575	R
576	A
577	A
578	A
579	A
580	A
581	R
582	A
583	A
584	A
585	A
586	A
587	R
588	A
589	A
590	R
591	A
592	A
593	A
594	A
595	R
596	R
597	A
598	A
599	R
600	A
601	A
602	A
603	R
604	A
605	A
606	A
607	A
608	A
609	A
610	A
611	A
612	A
613	A
614	R
615	A
616	A
617	A
618	A
619	R
620	A
621	A
622	A
623	R
624	A
625	A
626	A
627	A
628	R
629	A
630	A
631	A
632	A
633	R
634	A
635	A
636	A
637	R
638	A
639	A
640	A
641	A
642	A
643	A
644	R
645	A
646	A
647	R
648	A
649	A
650	R
651	A
652	A
653	R
654	A
655	A
656	A
657	A
658	R
659	R
660	A
661	A
662	A
663	A
664	A
665	A
666	A
667	R
668	R
669	A
670	A
671	R
672	A
673	A
674	A
675	A
676	R
677	A
678	A
679	A
680	R
681	A
682	A
683	A
684	A
685	R
686	A
687	A
688	A
689	A
690	R
691	A
692	A
693	A
694	A
695	A
696	A
697	A
698	~
699	R
700	A
701	A
702	A
703	A
704	A
705	A
706	A
707	A
708	A
709	A
710	A
711	A
712	A
713	A
714	A
715	A
716	A
717	~
718	A
719	A
720	A
721	A
722	A
723	A
724	A
725	A
726	A
727	A
728	A
729	A
730	A
731	A
732	~
733	A
734	A
735	A
736	A
737	A
738	R
739	~
740	A
741	R
742	A
743	A
744	A
745	~
746	A
747	A
748	A
749	R
750	A
751	A
752	A
753	A
754	A
755	A
756	A
757	A
758	A
759	A
760	A
761	A
762	R
763	A
764	A
765	R
766	A
767	A
768	A
769	R
770	~
771	A
772	A
773	A
774	A
775	A
776	A
777	R
778	A
779	A
780	R
781	A
782	R
783	A
784	~
785	A
786	R
787	A
788	A
789	R
790	A
791	A
792	A
793	A
794	R
795	A
796	A
797	A
798	A
799	A
800	A
801	A
802	A
803	R
804	A
805	A
806	R
807	A
808	A
809	A
810	R
811	A
812	A
813	R
814	A
815	A
816	R
817	A
818	A
819	R
820	A
821	A
822	A
823	R
824	A
825	A
826	R
827	A
828	A
829	R
830	A
831	A
832	R
833	A
834	A
835	A
836	A
837	A
838	A
839	A
840	A
841	A
842	A
843	A
844	A
845	A
846	A
847	R
848	A
849	A
850	A
851	A
852	R
853	A
854	A
855	R
856	A
857	A
858	R
859	A
860	A
861	R
862	A
863	A
864	R
865	A
866	A
867	A
868	R
869	A
870	A
871	R
872	A
873	A
874	R
875	A
876	A
877	A
878	R
879	A
880	A
881	R
882	A
883	A
884	R
885	A
886	A
887	A
888	A
889	R
890	A
891	A
892	A
893	A
894	A
895	A
896	A
897	R
898	A
899	A
900	R
901	A
902	R
903	A
904	A
905	R
906	A
907	A
908	A
909	A
910	A
911	A
912	R
913	R
914	R
915	~
916	A
917	A
918	A
919	~
920	A
921	A
922	R
923	A
924	A
925	A
926	R
927	R
928	A
929	A
930	A
931	A
932	A
933	A
934	A
935	A
936	A
937	R
938	R
939	A
940	A
941	A
942	A
943	A
944	A
945	R
946	A
947	A
948	R
949	A
950	A
951	A
952	R
953	R
954	A
955	A
956	A
957	A
958	A
959	A
960	R
961	A
962	A
963	R
964	A
965	A
966	A
967	A
968	A
969	R
970	A
971	A
972	A
973	A
974	A
975	A
976	R
977	A
978	A
979	A
980	R
981	R
982	A
983	A
984	R
985	A
986	A
987	A
988	A
989	A
990	A
991	A
992	A
993	R
994	R
995	A
996	A
997	A
998	A
999	A
1000	A
1001	A
1002	R
1003	R
1004	A
1005	A
1006	R
1007	A
1008	A
1009	A
1010	A
1011	A
1012	A
1013	A
1014	A
1015	R
1016	R
1017	R
1018	A
1019	A
1020	A
1021	A
1022	A
1023	A
1024	A
1025	A
1026	A
1027	A
1028	R
1029	R
1030	A
1031	A
1032	R
1033	A
1034	A
1035	A
1036	A
1037	A
1038	A
1039	R
1040	A
1041	A
1042	A
1043	A
1044	R
1045	R
1046	A
1047	A
1048	A
1049	A
1050	A
1051	A
1052	R
1053	R
1054	A
1055	A
1056	A
1057	A
1058	A
1059	A
1060	A
1061	R
1062	R
1063	R
1064	A
1065	A
1066	A
1067	A
1068	A
1069	A
1070	R
1071	A
1072	A
1073	R
1074	A
1075	A
1076	A
1077	R
1078	A
1079	A
1080	A
1081	A
1082	A
1083	A
1084	A
1085	A
1086	R
1087	R
1088	A
1089	A
1090	A
1091	A
1092	A
1093	A
1094	A
1095	A
1096	A
1097	A
1098	A
1099	R
1100	R
1101	A
1102	A
1103	A
1104	A
1105	A
1106	A
1107	A
1108	A
1109	R
1110	R
1111	A
1112	A
1113	A
1114	R
1115	A
1116	A
1117	R
1118	A
1119	A
1120	A
1121	A
1122	A
1123	A
1124	R
1125	R
1126	R
1127	A
1128	A
1129	A
1130	A
1131	R
1132	R
1133	A
1134	A
1135	A
1136	A
1137	A
1138	A
1139	A
1140	A
1141	A
1142	R
1143	R
1144	R
1145	A
1146	A
1147	A
1148	A
1149	A
1150	A
1151	A
1152	A
1153	R
1154	A
1155	A
1156	A
1157	A
1158	A
1159	R
1160	R
1161	A
1162	A
1163	A
1164	A
1165	A
1166	A
1167	A
1168	A
1169	A
1170	A
1171	A
1172	R
1173	R
1174	A
1175	A
1176	A
1177	A
1178	A
1179	A
1180	A
1181	R
1182	R
1183	R
1184	A
1185	A
1186	A
1187	A
1188	A
1189	A
1190	A
1191	A
1192	A
1193	A
1194	A
1195	R
1196	R
1197	A
1198	A
1199	A
1200	A
1201	A
1202	A
1203	A
1204	A
1205	R
1206	R
1207	A
1208	A
1209	A
1210	A
1211	A
1212	A
1213	R
1214	R
1215	A
1216	A
1217	A
1218	A
1219	A
1220	A
1221	A
1222	A
1223	A
1224	R
1225	R
1226	A
1227	A
1228	A
1229	A
1230	A
1231	A
1232	A
1233	A
1234	A
1235	R
1236	R
1237	A
1238	A
1239	A
1240	A
1241	A
1242	A
1243	A
1244	A
1245	A
1246	A
1247	R
1248	A
1249	A
1250	R
1251	A
1252	A
1253	A
1254	A
1255	A
1256	A
1257	A
1258	R
1259	R
1260	A
1261	A
1262	A
1263	A
1264	A
1265	A
1266	A
1267	A
1268	A
1269	R
1270	R
1271	A
1272	A
1273	A
1274	A
1275	j
1276	R
1277	A
1278	A
1279	A
1280	A
1281	A
1282	A
1283	A
1284	A
1285	A
1286	A
1287	R
1288	R
1289	A
1290	A
1291	A
1292	A
1293	A
1294	A
1295	A
1296	A
1297	A
1298	A
1299	R
1300	R
1301	R
1302	R
1303	R
1304	A
1305	A
1306	A
1307	A
1308	A
1309	A
1310	A
1311	A
1312	R
1313	R
1314	A
1315	A
1316	A
1317	A
1318	A
1319	A
1320	A
1321	A
1322	A
1323	A
1324	R
1325	R
1326	A
1327	A
1328	A
1329	A
1330	A
1331	A
1332	R
1333	R
1334	A
1335	A
1336	A
1337	A
1338	A
1339	A
1340	A
1341	A
1342	A
1343	A
1344	A
1345	A
1346	A
1347	~
1348	R
1349	~
1350	R
1351	A
1352	A
1353	A
1354	A
1355	A
1356	A
1357	A
1358	A
1359	R
1360	~
1361	R
1362	A
1363	R
1364	A
1365	~
1366	A
1367	R
1368	A
1369	A
1370	A
1371	A
1372	A
1373	A
1374	A
1375	R
1376	R
1377	R
1378	A
1379	A
1380	A
1381	A
1382	A
1383	A
1384	A
1385	A
1386	A
1387	R
1388	R
1389	R
1390	R
1391	A
1392	A
1393	A
1394	A
1395	A
1396	A
1397	A
1398	A
1399	A
1400	A
1401	R
1402	R
1403	R
1404	A
1405	A
1406	A
1407	A
1408	A
1409	A
1410	A
1411	A
1412	A
1413	A
1414	A
1415	A
1416	A
1417	A
1418	A
1419	R
1420	R
1421	R
1422	A
1423	A
1424	A
1425	A
1426	A
1427	A
1428	A
1429	A
1430	A
1431	A
1432	A
1433	R
1434	R
1435	A
1436	A
1437	A
1438	A
1439	A
1440	A
1441	A
1442	A
1443	R
1444	R
1445	R
1446	R
1447	R
1448	R
1449	A
1450	A
1451	A
1452	A
1453	A
1454	A
1455	A
1456	A
1457	A
1458	A
1459	A
1460	R
1461	R
1462	A
1463	A
1464	A
1465	A
1466	A
1467	A
1468	A
1469	A
1470	A
1471	A
1472	A
1473	A
1474	R
1475	R
1476	A
1477	A
1478	A
1479	A
1480	A
1481	A
1482	A
1483	A
1484	A
1485	A
1486	A
1487	A
1488	R
1489	A
1490	A
1491	A
1492	A
1493	R
1494	R
1495	A
1496	A
1497	A
1498	A
1499	A
1500	A
1501	A
1502	A
1503	A
1504	A
1505	R
1506	R
1507	A
1508	A
1509	A
1510	A
1511	A
1512	A
1513	R
1514	R
1515	A
1516	A
1517	A
1518	A
1519	A
1520	A
1521	A
1522	A
1523	A
1524	R
1525	R
1526	R
1527	A
1528	A
1529	A
1530	A
1531	A
1532	A
1533	A
1534	A
1535	A
1536	A
1537	A
1538	A
1539	A
1540	R
1541	R
1542	A
1543	A
1544	A
1545	A
1546	A
1547	A
1548	A
1549	A
1550	A
1551	A
1552	R
1553	R
1554	A
1555	A
1556	A
1557	A
1558	A
1559	A
1560	A
1561	A
1562	A
1563	A
1564	A
1565	A
1566	R
1567	R
1568	A
1569	A
1570	A
1571	A
1572	A
1573	A
1574	A
1575	A
1576	A
1577	A
1578	A
1579	R
1580	R
1581	A
1582	A
1583	A
1584	A
1585	A
1586	A
1587	A
1588	A
1589	A
1590	A
1591	A
1592	A
1593	A
1594	R
1595	R
1596	A
1597	A
1598	A
1599	A
1600	A
1601	A
1602	R
1603	R
1604	A
1605	A
1606	A
1607	A
1608	A
1609	A
1610	A
1611	A
1612	A
1613	R
1614	R
1615	A
1616	A
1617	A
1618	A
1619	A
1620	A
1621	A
1622	A
1623	A
1624	A
1625	A
1626	R
1627	R
1628	A
1629	A
1630	A
1631	A
1632	A
1633	A
1634	R
1635	R
1636	R
1637	A
1638	A
1639	A
1640	A
1641	A
1642	A
1643	R
1644	R
1645	A
1646	A
1647	A
1648	A
1649	A
1650	A
1651	A
1652	A
1653	A
1654	A
1655	R
1656	R
1657	A
1658	A
1659	A
1660	A
1661	A
1662	A
1663	A
1664	A
1665	A
1666	A
1667	A
1668	R
1669	R
1670	R
1671	A
1672	A
1673	A
1674	A
1675	A
1676	A
1677	A
1678	A
1679	A
1680	A
1681	A
1682	A
1683	A
1684	R
1685	R
1686	A
1687	A
1688	A
1689	A
1690	A
1691	A
1692	R
1693	R
1694	R
1695	A
1696	A
1697	A
1698	A
1699	A
1700	A
1701	A
1702	A
1703	A
1704	A
1705	A
1706	R
1707	A
1708	A
1709	A
1710	A
1711	R
1712	R
1713	A
1714	A
1715	A
1716	R
1717	R
1718	R
1719	R
1720	R
1721	R
1722	A
1723	A
1724	A
1725	A
1726	A
1727	A
1728	A
1729	A
1730	A
1731	A
1732	A
1733	A
1734	A
1735	A
1736	R
1737	R
1738	A
1739	A
1740	A
1741	A
1742	A
1743	A
1744	A
1745	A
1746	A
1747	A
1748	A
1749	A
1750	A
1751	A
1752	A
1753	R
1754	R
1755	R
1756	A
1757	A
1758	A
1759	A
1760	A
1761	A
1762	A
1763	A
1764	A
1765	R
1766	R
1767	R
1768	A
1769	A
1770	A
1771	A
1772	A
1773	A
1774	A
1775	A
1776	A
1777	A
1778	A
1779	R
1780	R
1781	A
1782	A
1783	A
1784	A
1785	A
1786	A
1787	A
1788	A
1789	A
1790	A
1791	R
1792	R
1793	A
1794	A
1795	A
1796	A
1797	A
1798	A
1799	A
1800	A
1801	A
1802	A
1803	R
1804	A
1805	A
1806	A
1807	A
1808	R
1809	A
1810	A
