Sample	Label
364	N
365	N
366	V
367	N
368	N
369	N
370	N
371	V
372	N
373	N
374	N
375	N
376	N
377	V
378	N
379	N
380	V
381	N
382	N
383	N
384	N
385	V
386	N
387	N
388	V
389	N
390	N
391	N
392	+
393	V
394	N
395	N
396	V
397	N
398	N
399	V
400	+
401	N
402	N
403	N
404	N
405	V
406	N
407	N
408	N
409	V
410	N
411	N
412	V
413	N
414	N
415	N
416	N
417	V
418	N
419	N
420	N
421	N
422	N
423	V
424	N
425	N
426	V
427	N
428	N
429	N
430	V
431	N
432	N
433	N
434	N
435	N
436	N
437	N
438	N
439	N
440	N
441	V
442	N
443	N
444	N
445	N
446	N
447	V
448	N
449	N
450	N
451	N
452	N
453	N
454	V
455	N
456	N
457	N
458	N
459	V
460	N
461	N
462	N
463	N
464	N
465	N
466	N
467	N
468	N
469	N
470	N
471	N
472	N
473	N
474	N
475	V
476	N
477	N
478	N
479	N
480	V
481	N
482	N
483	N
484	V
485	N
486	N
487	N
488	N
489	N
490	N
491	N
492	N
493	V
494	N
495	N
496	V
497	N
498	N
499	N
500	N
501	N
502	V
503	N
504	N
505	N
506	N
507	V
508	N
509	N
510	N
511	N
512	V
513	N
514	N
515	N
516	V
517	N
518	N
519	N
520	V
521	N
522	N
523	V
524	N
525	N
526	N
527	N
528	N
529	N
530	N
531	N
532	N
533	V
534	N
535	N
536	N
537	V
538	N
539	N
540	N
541	N
542	V
543	N
544	N
545	N
546	N
547	+
548	V
549	N
550	N
551	V
552	N
553	N
554	V
555	+
556	N
557	N
558	N
559	N
560	N
561	N
562	V
563	N
564	N
565	N
566	N
567	N
568	N
569	V
570	N
571	N
572	V
573	N
574	N
575	N
576	V
577	N
578	N
579	N
580	V
581	N
582	N
583	V
584	N
585	N
586	N
587	N
588	V
589	N
590	N
591	N
592	N
593	N
594	N
595	N
596	V
597	N
598	N
599	N
600	N
601	V
602	N
603	N
604	N
605	N
606	N
607	N
608	N
609	N
610	N
611	N
612	N
613	N
614	N
615	V
616	N
617	N
618	N
619	V
620	N
621	N
622	N
623	V
624	N
625	N
626	N
627	N
628	V
629	N
630	N
631	V
632	N
633	N
634	N
635	N
636	V
637	N
638	N
639	N
640	V
641	N
642	N
643	N
644	N
645	N
646	N
647	V
648	N
649	N
650	N
651	V
652	N
653	N
654	N
655	N
656	N
657	N
658	N
659	V
660	N
661	N
662	N
663	N
664	N
665	N
666	V
667	N
668	N
669	V
670	N
671	N
672	N
673	N
674	N
675	N
676	N
677	N
678	N
679	N
680	N
681	V
682	N
683	N
684	N
685	N
686	N
687	N
688	V
689	N
690	N
691	N
692	V
693	N
694	N
695	N
696	N
697	V
698	N
699	N
700	V
701	N
702	N
703	N
704	N
705	N
706	N
707	N
708	N
709	V
710	N
711	N
712	N
713	V
714	N
715	N
716	V
717	N
718	N
719	N
720	N
721	V
722	N
723	N
724	~
725	N
726	V
727	N
728	N
729	N
730	V
731	N
732	N
733	~
734	V
735	N
736	N
737	N
738	V
739	N
740	N
741	N
742	N
743	N
744	V
745	N
746	N
747	N
748	N
749	N
750	N
751	V
752	N
753	N
754	N
755	+
756	V
757	N
758	N
759	~
760	V
761	N
762	N
763	V
764	+
765	N
766	~
767	N
768	N
769	N
770	N
771	N
772	N
773	V
774	N
775	N
776	N
777	V
778	N
779	N
780	V
781	N
782	N
783	N
784	N
785	V
786	N
787	N
788	N
789	V
790	N
791	N
792	N
793	N
794	N
795	V
796	N
797	N
798	V
799	N
800	N
801	N
802	V
803	N
804	N
805	N
806	V
807	N
808	N
809	N
810	V
811	N
812	N
813	V
814	N
815	N
816	N
817	N
818	N
819	N
820	V
821	N
822	N
823	N
824	V
825	N
826	N
827	N
828	V
829	N
830	N
831	V
832	N
833	N
834	N
835	N
836	N
837	N
838	V
839	N
840	N
841	N
842	V
843	N
844	N
845	N
846	V
847	N
848	N
849	N
850	N
851	N
852	N
853	V
854	N
855	N
856	N
857	N
858	V
859	N
860	N
861	N
862	N
863	V
864	N
865	N
866	N
867	V
868	N
869	N
870	N
871	N
872	N
873	V
874	N
875	N
876	N
877	N
878	N
879	N
880	N
881	N
882	N
883	N
884	N
885	N
886	N
887	N
888	N
889	N
890	N
891	N
892	N
893	N
894	N
895	N
896	V
897	N
898	N
899	V
900	N
901	N
902	N
903	N
904	N
905	V
906	N
907	N
908	N
909	V
910	N
911	N
912	N
913	N
914	N
915	N
916	V
917	N
918	N
919	V
920	N
921	N
922	N
923	N
924	V
925	N
926	N
927	N
928	V
929	N
930	N
931	N
932	N
933	N
934	N
935	V
936	N
937	N
938	V
939	N
940	N
941	N
942	N
943	V
944	N
945	N
946	V
947	N
948	N
949	N
950	N
951	N
952	N
953	V
954	N
955	N
956	N
957	V
958	N
959	N
960	N
961	N
962	N
963	+
964	V
965	N
966	N
967	V
968	N
969	N
970	V
971	+
972	N
973	N
974	N
975	N
976	V
977	N
978	N
979	N
980	N
981	V
982	N
983	N
984	N
985	N
986	N
987	N
988	+
989	V
990	N
991	N
992	V
993	N
994	N
995	V
996	+
997	N
998	N
999	N
1000	N
1001	V
1002	N
1003	N
1004	V
1005	N
1006	N
1007	N
1008	N
1009	N
1010	N
1011	N
1012	V
1013	N
1014	N
1015	N
1016	N
1017	N
1018	V
1019	N
1020	N
1021	N
1022	+
1023	V
1024	N
1025	N
1026	V
1027	N
1028	N
1029	V
1030	+
1031	N
1032	N
1033	N
1034	V
1035	N
1036	N
1037	N
1038	V
1039	N
1040	N
1041	N
1042	N
1043	V
1044	N
1045	N
1046	N
1047	N
1048	N
1049	N
1050	N
1051	N
1052	N
1053	N
1054	N
1055	N
1056	N
1057	V
1058	N
1059	N
1060	N
1061	V
1062	N
1063	N
1064	N
1065	V
1066	N
1067	N
1068	N
1069	N
1070	N
1071	+
1072	V
1073	N
1074	V
1075	N
1076	V
1077	+
1078	N
1079	N
1080	N
1081	N
1082	N
1083	N
1084	N
1085	V
1086	N
1087	N
1088	N
1089	N
1090	N
1091	V
1092	N
1093	N
1094	N
1095	N
1096	N
1097	N
1098	N
1099	N
1100	N
1101	V
1102	N
1103	N
1104	N
1105	N
1106	N
1107	+
1108	V
1109	V
1110	V
1111	+
1112	N
1113	N
1114	N
1115	N
1116	V
1117	N
1118	N
1119	N
1120	N
1121	N
1122	N
1123	N
1124	N
1125	N
1126	V
1127	N
1128	N
1129	N
1130	N
1131	N
1132	V
1133	N
1134	N
1135	V
1136	N
1137	N
1138	N
1139	N
1140	N
1141	N
1142	V
1143	N
1144	V
1145	N
1146	N
1147	N
1148	N
1149	N
1150	V
1151	N
1152	N
1153	N
1154	N
1155	V
1156	N
1157	N
1158	N
1159	N
1160	N
1161	V
1162	N
1163	N
1164	N
1165	N
1166	N
1167	N
1168	N
1169	N
1170	V
1171	N
1172	N
1173	N
1174	V
1175	N
1176	N
1177	V
1178	N
1179	N
1180	N
1181	V
1182	N
1183	N
1184	N
1185	+
1186	V
1187	V
1188	V
1189	+
1190	N
1191	N
1192	N
1193	N
1194	N
1195	N
1196	N
1197	V
1198	N
1199	N
1200	N
1201	N
1202	N
1203	V
1204	N
1205	N
1206	N
1207	N
1208	N
1209	V
1210	N
1211	N
1212	N
1213	N
1214	N
1215	N
1216	N
1217	N
1218	N
1219	V
1220	N
1221	N
1222	N
1223	V
1224	N
1225	N
1226	N
1227	V
1228	N
1229	N
1230	N
1231	V
1232	N
1233	N
1234	N
1235	N
1236	N
1237	N
1238	N
1239	V
1240	N
1241	N
1242	N
1243	V
1244	N
1245	N
1246	N
1247	N
1248	N
1249	N
1250	V
1251	N
1252	N
1253	N
1254	N
1255	N
1256	N
1257	N
1258	N
1259	N
1260	V
1261	N
1262	N
1263	N
1264	N
1265	N
1266	N
1267	V
1268	N
1269	N
1270	V
1271	N
1272	N
1273	N
1274	N
1275	N
1276	N
1277	V
1278	N
1279	N
1280	V
1281	N
1282	N
1283	N
1284	N
1285	V
1286	N
1287	N
1288	N
1289	N
1290	N
1291	N
1292	N
1293	N
1294	V
1295	N
1296	N
1297	V
1298	N
1299	N
1300	N
1301	V
1302	N
1303	N
1304	N
1305	N
1306	N
1307	N
1308	V
1309	N
1310	N
1311	N
1312	N
1313	N
1314	N
1315	N
1316	N
1317	N
1318	N
1319	N
1320	N
1321	V
1322	N
1323	N
1324	N
1325	N
1326	V
1327	N
1328	N
1329	N
1330	N
1331	N
1332	N
1333	N
1334	N
1335	V
1336	N
1337	N
1338	N
1339	N
1340	N
1341	V
1342	N
1343	N
1344	N
1345	N
1346	V
1347	N
1348	N
1349	N
1350	V
1351	N
1352	N
1353	N
1354	N
1355	N
1356	N
1357	N
1358	N
1359	N
1360	N
1361	N
1362	+
1363	V
1364	N
1365	N
1366	V
1367	N
1368	N
1369	V
1370	N
1371	N
1372	V
1373	+
1374	N
1375	N
1376	N
1377	N
1378	N
1379	N
1380	N
1381	N
1382	N
1383	N
1384	N
1385	N
1386	N
1387	V
1388	N
1389	N
1390	N
1391	V
1392	N
1393	N
1394	N
1395	N
1396	N
1397	V
1398	N
1399	N
1400	N
1401	V
1402	N
1403	N
1404	N
1405	N
1406	N
1407	N
1408	V
1409	N
1410	N
1411	V
1412	N
1413	N
1414	N
1415	V
1416	N
1417	N
1418	N
1419	N
1420	V
1421	N
1422	N
1423	N
1424	N
1425	V
1426	N
1427	N
1428	N
1429	N
1430	+
1431	V
1432	N
1433	N
1434	V
1435	N
1436	N
1437	V
1438	+
1439	N
1440	N
1441	N
1442	V
1443	N
1444	N
1445	V
1446	N
1447	V
1448	N
1449	N
1450	N
1451	V
1452	N
1453	N
1454	N
1455	V
1456	N
1457	N
1458	V
1459	N
1460	N
1461	N
1462	N
1463	V
1464	N
1465	N
1466	V
1467	N
1468	N
1469	N
1470	N
1471	N
1472	V
1473	N
1474	N
1475	N
1476	N
1477	V
1478	N
1479	N
1480	N
1481	~
1482	N
1483	V
1484	N
1485	N
1486	~
1487	N
1488	N
1489	V
1490	N
1491	N
1492	N
1493	V
1494	N
1495	N
1496	N
1497	V
1498	N
1499	N
1500	N
1501	V
1502	N
1503	N
1504	N
1505	N
1506	N
1507	V
1508	N
1509	N
1510	N
1511	N
1512	N
1513	N
1514	V
1515	N
1516	N
1517	N
1518	V
1519	V
1520	N
1521	V
1522	N
1523	N
1524	N
1525	N
1526	N
1527	N
1528	V
1529	N
1530	N
1531	N
1532	V
1533	N
1534	N
1535	N
1536	V
1537	N
1538	N
1539	N
1540	V
1541	N
1542	N
1543	N
1544	N
1545	N
1546	V
1547	N
1548	N
1549	N
1550	~
1551	V
1552	N
1553	~
1554	N
1555	N
1556	N
1557	N
1558	N
1559	N
1560	N
1561	V
1562	N
1563	N
1564	N
1565	N
1566	V
1567	N
1568	N
1569	N
1570	V
1571	N
1572	N
1573	N
1574	N
1575	N
1576	N
1577	N
1578	V
1579	N
1580	N
1581	N
1582	N
1583	V
1584	N
1585	N
1586	V
1587	N
1588	N
1589	N
1590	V
1591	N
1592	N
1593	N
1594	V
1595	N
1596	N
1597	N
1598	N
1599	N
1600	V
1601	N
1602	N
1603	N
1604	V
1605	N
1606	N
1607	V
1608	N
1609	N
1610	N
1611	V
1612	N
1613	N
1614	N
1615	V
1616	N
1617	N
1618	V
1619	N
1620	N
1621	N
1622	N
1623	N
1624	N
1625	N
1626	~
1627	N
1628	N
1629	~
1630	V
1631	N
1632	V
1633	N
1634	N
1635	N
1636	N
1637	N
1638	N
1639	N
1640	N
1641	N
1642	N
1643	N
1644	N
1645	N
1646	N
1647	N
1648	V
1649	N
1650	N
1651	N
1652	N
1653	V
1654	N
1655	N
1656	N
1657	V
1658	N
1659	N
1660	N
1661	N
1662	V
1663	N
1664	N
1665	V
1666	~
1667	N
1668	N
1669	N
1670	V
1671	N
1672	~
1673	N
1674	N
1675	N
1676	N
1677	V
1678	N
1679	N
1680	N
1681	N
1682	N
1683	N
1684	N
1685	N
1686	N
1687	N
1688	V
1689	N
1690	N
1691	N
1692	V
1693	N
1694	N
1695	N
1696	N
1697	N
1698	V
1699	N
1700	N
1701	N
1702	N
1703	N
1704	N
1705	N
1706	N
1707	N
1708	N
1709	V
1710	N
1711	V
1712	N
1713	N
1714	N
1715	V
1716	N
1717	N
1718	N
1719	N
1720	N
1721	V
1722	N
1723	N
1724	N
1725	N
1726	V
1727	N
1728	N
1729	V
1730	N
1731	N
1732	N
1733	V
1734	N
1735	N
1736	N
1737	N
1738	N
1739	N
1740	V
1741	N
1742	N
1743	V
1744	N
1745	N
1746	N
1747	N
1748	N
1749	N
1750	N
1751	V
1752	N
1753	N
1754	N
1755	V
1756	N
1757	N
1758	V
1759	V
1760	N
1761	N
1762	N
1763	V
1764	N
1765	N
1766	V
1767	N
1768	N
1769	N
1770	N
1771	N
1772	N
1773	N
1774	N
1775	N
1776	V
1777	N
1778	N
1779	N
1780	V
1781	N
1782	N
1783	N
1784	N
1785	V
1786	N
1787	N
1788	N
1789	N
1790	N
1791	N
1792	V
1793	N
1794	N
1795	V
1796	N
1797	N
1798	N
1799	N
1800	V
1801	N
1802	N
1803	N
1804	V
1805	N
1806	N
1807	N
1808	V
1809	N
1810	N
1811	N
1812	V
1813	N
1814	N
1815	N
1816	N
1817	N
1818	N
1819	N
1820	N
1821	N
1822	N
1823	N
1824	V
1825	N
1826	N
1827	N
1828	N
1829	N
1830	N
1831	N
1832	V
1833	N
1834	N
1835	N
1836	N
1837	N
1838	V
1839	N
1840	N
1841	N
1842	N
1843	N
1844	N
1845	N
1846	N
1847	N
1848	N
1849	N
1850	N
1851	N
1852	N
1853	N
1854	N
1855	N
1856	V
1857	N
1858	N
1859	N
1860	N
1861	N
1862	N
1863	N
1864	N
1865	N
1866	N
1867	N
1868	N
1869	N
1870	N
1871	V
1872	N
1873	N
1874	N
1875	N
1876	V
1877	N
1878	N
1879	N
1880	N
1881	N
1882	N
1883	N
1884	N
1885	N
1886	N
1887	N
1888	N
1889	N
1890	N
1891	N
1892	N
1893	N
1894	V
1895	N
1896	N
1897	N
1898	V
1899	N
1900	V
1901	N
1902	N
1903	N
1904	N
1905	N
1906	N
1907	N
1908	V
1909	N
1910	N
1911	N
1912	N
1913	N
1914	N
1915	N
1916	N
1917	N
1918	N
1919	N
1920	N
1921	N
1922	N
1923	V
1924	N
1925	N
1926	N
1927	N
1928	N
1929	N
1930	V
1931	N
1932	N
1933	N
1934	N
1935	N
1936	N
1937	N
1938	N
1939	N
1940	N
1941	N
1942	N
1943	V
1944	N
1945	N
1946	N
1947	N
1948	V
1949	N
1950	N
1951	N
1952	N
1953	N
1954	V
1955	N
1956	N
1957	N
1958	N
1959	N
1960	N
1961	N
1962	N
1963	N
1964	V
1965	N
1966	N
1967	V
1968	N
1969	N
1970	N
1971	V
1972	N
1973	N
1974	V
1975	N
1976	N
1977	N
1978	N
1979	N
1980	N
1981	N
1982	N
1983	V
1984	N
1985	N
1986	N
1987	N
1988	N
1989	N
1990	N
1991	N
1992	N
1993	N
1994	N
1995	N
1996	N
1997	N
1998	N
1999	V
2000	N
2001	N
2002	N
2003	N
2004	N
2005	N
2006	N
2007	V
2008	N
2009	N
2010	N
2011	N
2012	N
2013	N
2014	N
2015	N
2016	N
2017	N
2018	N
2019	N
2020	N
2021	N
2022	V
2023	N
2024	N
2025	N
2026	N
2027	V
2028	N
2029	N
2030	N
2031	V
2032	N
2033	N
2034	N
2035	N
2036	N
2037	N
2038	N
2039	V
2040	N
2041	N
2042	N
2043	N
2044	N
2045	N
2046	N
2047	N
2048	N
2049	N
2050	N
2051	N
2052	N
2053	V
2054	N
2055	N
2056	V
2057	N
2058	N
2059	N
2060	N
2061	N
2062	N
2063	N
2064	N
2065	N
2066	N
2067	N
2068	N
2069	N
2070	N
2071	N
2072	N
2073	N
2074	V
2075	N
2076	N
2077	N
2078	N
2079	N
2080	N
2081	N
2082	N
2083	N
2084	N
2085	N
2086	V
2087	N
2088	N
2089	N
2090	N
2091	N
2092	N
2093	N
2094	N
2095	N
2096	N
2097	N
2098	N
2099	N
2100	N
2101	N
2102	N
2103	N
2104	N
2105	N
2106	N
2107	N
2108	V
2109	N
2110	N
2111	V
2112	N
2113	N
2114	N
2115	N
2116	N
2117	N
2118	N
2119	N
2120	V
2121	N
2122	N
2123	N
2124	N
2125	N
2126	N
2127	N
2128	N
2129	N
2130	N
2131	N
2132	N
2133	N
2134	N
2135	N
2136	N
2137	N
2138	N
2139	N
2140	V
2141	N
2142	N
2143	N
2144	N
2145	N
2146	V
2147	N
2148	N
2149	N
2150	N
2151	N
2152	N
2153	N
2154	N
2155	V
2156	N
2157	N
2158	N
2159	N
2160	N
2161	N
2162	N
2163	N
2164	N
2165	V
2166	N
2167	N
2168	N
2169	N
2170	N
2171	N
2172	N
2173	N
2174	N
2175	N
2176	N
2177	N
2178	N
2179	N
2180	N
2181	N
2182	N
2183	N
2184	N
2185	N
2186	V
2187	N
2188	N
2189	N
2190	N
2191	N
2192	N
2193	N
2194	N
2195	N
2196	N
2197	N
2198	N
2199	N
2200	N
2201	N
2202	N
2203	N
2204	N
2205	N
2206	N
2207	N
2208	N
2209	N
2210	N
2211	N
2212	N
2213	N
2214	N
2215	N
2216	N
2217	N
2218	N
2219	N
2220	N
2221	N
2222	N
2223	N
2224	N
2225	V
2226	N
2227	N
2228	N
2229	N
2230	V
2231	N
2232	N
2233	N
2234	N
2235	N
2236	V
2237	N
2238	N
2239	N
2240	N
2241	N
2242	N
2243	N
2244	N
2245	V
2246	N
2247	N
2248	N
2249	N
2250	N
2251	N
2252	V
2253	N
2254	N
2255	N
2256	N
2257	N
2258	N
2259	N
2260	V
2261	N
2262	N
2263	N
2264	N
2265	N
2266	N
2267	N
2268	N
2269	N
2270	N
2271	N
2272	N
2273	N
2274	N
2275	N
2276	N
2277	N
2278	N
2279	N
2280	N
2281	N
2282	N
2283	N
2284	N
2285	N
2286	N
2287	N
2288	N
2289	V
2290	N
2291	N
2292	N
2293	N
2294	N
2295	N
2296	N
2297	N
2298	N
2299	N
2300	N
2301	N
2302	N
2303	N
2304	N
2305	N
2306	N
2307	N
2308	N
2309	N
2310	N
2311	N
2312	N
2313	N
2314	N
2315	N
2316	N
2317	N
2318	N
2319	N
2320	N
2321	N
2322	N
2323	V
2324	N
2325	N
2326	N
2327	N
2328	N
2329	N
2330	N
2331	N
2332	N
2333	N
2334	N
2335	N
2336	N
2337	N
2338	N
2339	N
2340	N
2341	N
2342	V
2343	N
2344	N
2345	N
2346	N
2347	N
2348	N
2349	N
2350	N
2351	N
2352	N
2353	V
2354	N
2355	N
2356	N
2357	N
2358	N
2359	N
2360	N
2361	N
2362	N
2363	N
2364	N
2365	N
2366	N
2367	N
2368	V
2369	N
2370	N
2371	N
2372	N
2373	N
2374	N
2375	N
2376	N
2377	N
2378	N
2379	N
2380	N
2381	N
2382	N
2383	N
2384	N
2385	N
2386	N
2387	N
2388	N
2389	N
2390	N
2391	N
2392	N
2393	N
2394	N
2395	N
2396	N
2397	N
2398	N
2399	N
2400	N
2401	N
2402	N
2403	N
2404	N
2405	N
2406	N
2407	N
2408	N
2409	N
2410	V
2411	N
2412	N
2413	N
2414	N
2415	N
2416	N
2417	N
2418	N
2419	N
2420	N
2421	N
2422	N
2423	N
2424	N
2425	N
2426	N
2427	N
2428	N
2429	N
2430	N
2431	N
2432	N
2433	N
2434	N
2435	N
2436	N
2437	N
2438	N
2439	N
2440	N
2441	N
2442	N
2443	N
2444	N
2445	N
2446	N
2447	N
2448	N
2449	N
2450	N
2451	N
2452	N
2453	N
2454	N
2455	N
2456	N
