Sample	Label
303	V
304	N
305	V
306	N
307	V
308	N
309	V
310	N
311	V
312	+
313	N
314	N
315	N
316	N
317	A
318	N
319	N
320	N
321	N
322	N
323	N
324	N
325	+
326	V
327	N
328	V
329	N
330	V
331	N
332	V
333	~
334	N
335	V
336	+
337	N
338	N
339	N
340	+
341	V
342	N
343	V
344	N
345	V
346	N
347	V
348	N
349	V
350	V
351	~
352	N
353	V
354	+
355	N
356	N
357	N
358	N
359	N
360	N
361	N
362	N
363	N
364	~
365	N
366	A
367	N
368	N
369	N
370	N
371	N
372	V
373	N
374	V
375	N
376	N
377	N
378	N
379	N
380	N
381	N
382	N
383	N
384	N
385	N
386	N
387	N
388	N
389	N
390	N
391	N
392	N
393	N
394	V
395	N
396	N
397	N
398	V
399	N
400	V
401	N
402	N
403	N
404	N
405	N
406	V
407	N
408	N
409	N
410	V
411	N
412	V
413	N
414	N
415	N
416	N
417	N
418	N
419	N
420	V
421	V
422	N
423	N
424	N
425	N
426	V
427	N
428	N
429	N
430	V
431	N
432	V
433	N
434	N
435	N
436	N
437	N
438	N
439	N
440	N
441	N
442	N
443	N
444	V
445	N
446	V
447	N
448	N
449	N
450	N
451	N
452	V
453	N
454	V
455	N
456	N
457	N
458	N
459	N
460	N
461	N
462	N
463	N
464	V
465	N
466	N
467	N
468	N
469	N
470	~
471	V
472	N
473	N
474	N
475	V
476	N
477	V
478	N
479	N
480	N
481	N
482	N
483	N
484	N
485	+
486	V
487	N
488	V
489	N
490	V
491	N
492	V
493	+
494	N
495	N
496	N
497	V
498	N
499	N
500	~
501	N
502	+
503	V
504	N
505	~
506	V
507	N
508	V
509	N
510	V
511	+
512	N
513	N
514	N
515	V
516	N
517	V
518	N
519	N
520	N
521	N
522	N
523	V
524	N
525	V
526	N
527	N
528	N
529	V
530	N
531	V
532	N
533	~
534	N
535	N
536	N
537	N
538	V
539	N
540	N
541	N
542	N
543	N
544	~
545	V
546	N
547	V
548	N
549	N
550	N
551	N
552	N
553	N
554	N
555	+
556	V
557	N
558	V
559	N
560	V
561	N
562	V
563	+
564	N
565	N
566	N
567	N
568	N
569	~
570	N
571	N
572	N
573	~
574	N
575	N
576	N
577	V
578	N
579	V
580	N
581	N
582	N
583	N
584	N
585	N
586	V
587	N
588	V
589	N
590	N
591	N
592	N
593	N
594	N
595	N
596	N
597	N
598	N
599	N
600	N
601	N
602	N
603	N
604	N
605	N
606	N
607	N
608	N
609	N
610	N
611	~
612	N
613	N
614	~
615	N
616	N
617	N
618	N
619	N
620	N
621	N
622	+
623	V
624	N
625	V
626	N
627	V
628	N
629	V
630	N
631	V
632	N
633	V
634	V
635	N
636	V
637	+
638	N
639	N
640	N
641	N
642	N
643	N
644	+
645	V
646	N
647	V
648	N
649	V
650	N
651	V
652	+
653	N
654	N
655	N
656	N
657	N
658	N
659	N
660	N
661	N
662	N
663	N
664	N
665	N
666	N
667	N
668	N
669	N
670	N
671	N
672	N
673	N
674	A
675	N
676	+
677	V
678	N
679	V
680	N
681	V
682	N
683	V
684	N
685	V
686	N
687	V
688	N
689	V
690	N
691	V
692	N
693	V
694	N
695	V
696	N
697	V
698	N
699	V
700	N
701	V
702	+
703	N
704	N
705	A
706	V
707	N
708	V
709	N
710	N
711	N
712	N
713	N
714	N
715	N
716	N
717	+
718	V
719	N
720	V
721	N
722	V
723	N
724	V
725	N
726	V
727	+
728	N
729	N
730	N
731	N
732	N
733	N
734	+
735	V
736	N
737	V
738	N
739	V
740	N
741	V
742	V
743	N
744	V
745	+
746	N
747	N
748	N
749	N
750	N
751	N
752	N
753	N
754	N
755	+
756	V
757	N
758	~
759	V
760	N
761	V
762	N
763	V
764	N
765	V
766	N
767	V
768	~
769	N
770	V
771	+
772	N
773	N
774	N
775	N
776	N
777	N
778	N
779	N
780	V
781	N
782	N
783	V
784	N
785	N
786	N
787	+
788	V
789	N
790	V
791	N
792	V
793	N
794	V
795	N
796	V
797	N
798	V
799	+
800	N
801	N
802	+
803	V
804	N
805	V
806	N
807	V
808	N
809	V
810	N
811	V
812	+
813	N
814	N
815	N
816	N
817	N
818	N
819	A
820	N
821	+
822	V
823	N
824	V
825	N
826	V
827	+
828	N
829	N
830	N
831	N
832	N
833	N
834	N
835	N
836	N
837	N
838	N
839	N
840	N
841	N
842	N
843	N
844	N
845	N
846	N
847	N
848	N
849	N
850	N
851	N
852	N
853	N
854	N
855	N
856	N
857	N
858	N
859	N
860	N
861	N
862	N
863	N
864	N
865	N
866	N
867	N
868	N
869	N
870	N
871	N
872	N
873	N
874	N
875	N
876	N
877	N
878	N
879	N
880	+
881	V
882	N
883	V
884	N
885	V
886	N
887	V
888	N
889	V
890	N
891	V
892	N
893	V
894	N
895	V
896	N
897	V
898	N
899	V
900	N
901	V
902	V
903	~
904	N
905	V
906	N
907	V
908	N
909	V
910	N
911	V
912	N
913	V
914	N
915	V
916	N
917	V
918	N
919	V
920	~
921	N
922	V
923	N
924	V
925	N
926	V
927	~
928	N
929	V
930	N
931	V
932	N
933	V
934	N
935	V
936	N
937	V
938	N
939	V
940	V
941	N
942	V
943	V
944	~
945	N
946	V
947	+
948	~
949	N
950	N
951	F
952	N
953	+
954	V
955	~
956	N
957	V
958	N
959	V
960	N
961	V
962	N
963	V
964	N
965	V
966	+
967	~
968	N
969	N
970	N
971	N
972	N
973	N
974	N
975	~
976	N
977	N
978	N
979	N
980	N
981	~
982	N
983	N
984	N
985	A
986	~
987	N
988	V
989	N
990	+
991	V
992	V
993	V
994	+
995	N
996	V
997	N
998	V
999	~
1000	N
1001	N
1002	N
1003	N
1004	N
1005	N
1006	N
1007	N
1008	N
1009	+
1010	V
1011	N
1012	V
1013	N
1014	V
1015	N
1016	V
1017	+
1018	N
1019	N
1020	N
1021	V
1022	N
1023	V
1024	N
1025	V
1026	V
1027	N
1028	V
1029	N
1030	N
1031	N
1032	V
1033	N
1034	V
1035	N
1036	N
1037	N
1038	V
1039	N
1040	V
1041	N
1042	N
1043	N
1044	V
1045	V
1046	N
1047	N
1048	N
1049	V
1050	N
1051	V
1052	N
1053	N
1054	N
1055	V
1056	N
1057	N
1058	N
1059	V
1060	N
1061	N
1062	N
1063	V
1064	N
1065	V
1066	N
1067	N
1068	N
1069	V
1070	N
1071	V
1072	N
1073	N
1074	N
1075	V
1076	N
1077	V
1078	N
1079	N
1080	N
1081	V
1082	N
1083	V
1084	N
1085	N
1086	N
1087	V
1088	N
1089	V
1090	N
1091	N
1092	N
1093	N
1094	N
1095	N
1096	N
1097	~
1098	N
1099	N
1100	V
1101	N
1102	V
1103	N
1104	N
1105	N
1106	N
1107	N
1108	N
1109	N
1110	N
1111	N
1112	N
1113	N
1114	N
1115	A
1116	N
1117	+
1118	V
1119	N
1120	V
1121	N
1122	V
1123	+
1124	N
1125	N
1126	N
1127	+
1128	V
1129	N
1130	V
1131	N
1132	V
1133	+
1134	N
1135	N
1136	N
1137	V
1138	N
1139	V
1140	N
1141	N
1142	N
1143	A
1144	N
1145	V
1146	N
1147	V
1148	N
1149	N
1150	N
1151	N
1152	N
1153	V
1154	N
1155	V
1156	N
1157	N
1158	N
1159	N
1160	N
1161	N
1162	N
1163	N
1164	N
1165	N
1166	N
1167	N
1168	N
1169	+
1170	V
1171	N
1172	V
1173	N
1174	V
1175	+
1176	N
1177	A
1178	N
1179	+
1180	V
1181	N
1182	V
1183	N
1184	V
1185	N
1186	V
1187	+
1188	N
1189	~
1190	N
1191	N
1192	N
1193	N
1194	N
1195	N
1196	N
1197	N
1198	N
1199	N
1200	N
1201	N
1202	N
1203	N
1204	N
1205	N
1206	N
1207	N
1208	N
1209	N
1210	N
1211	N
1212	N
1213	N
1214	N
1215	A
1216	N
1217	N
1218	N
1219	N
1220	N
1221	N
1222	N
1223	N
1224	N
1225	N
1226	N
1227	N
1228	N
1229	+
1230	V
1231	N
1232	V
1233	N
1234	V
1235	+
1236	N
1237	N
1238	N
1239	N
1240	N
1241	A
1242	N
1243	+
1244	V
1245	N
1246	V
1247	N
1248	V
1249	N
1250	V
1251	N
1252	V
1253	+
1254	N
1255	N
1256	N
1257	+
1258	V
1259	N
1260	V
1261	N
1262	V
1263	N
1264	V
1265	+
1266	N
1267	N
1268	N
1269	V
1270	N
1271	V
1272	V
1273	N
1274	V
1275	N
1276	N
1277	N
1278	N
1279	N
1280	N
1281	N
1282	+
1283	V
1284	N
1285	V
1286	N
1287	V
1288	+
1289	N
1290	N
1291	N
1292	V
1293	N
1294	V
1295	N
1296	N
1297	N
1298	N
1299	N
1300	N
1301	N
1302	N
1303	N
1304	N
1305	N
1306	V
1307	N
1308	V
1309	N
1310	N
1311	N
1312	V
1313	V
1314	N
1315	N
1316	N
1317	N
1318	N
1319	N
1320	N
1321	N
1322	N
1323	N
1324	V
1325	N
1326	N
1327	N
1328	V
1329	N
1330	N
1331	N
1332	V
1333	N
1334	N
1335	N
1336	V
1337	N
1338	N
1339	N
1340	V
1341	N
1342	N
1343	N
1344	V
1345	N
1346	N
1347	N
1348	N
1349	N
1350	N
1351	N
1352	N
1353	N
1354	N
1355	N
1356	N
1357	N
1358	N
1359	N
1360	N
1361	N
1362	N
1363	N
1364	N
1365	N
1366	N
1367	N
1368	N
1369	N
1370	N
1371	N
1372	N
1373	N
1374	N
1375	N
1376	N
1377	N
1378	N
1379	N
1380	N
1381	N
1382	N
1383	N
1384	N
1385	N
1386	N
1387	N
1388	N
1389	N
1390	V
1391	N
1392	N
1393	N
1394	N
1395	N
1396	N
1397	N
1398	N
1399	N
1400	N
1401	N
1402	N
1403	N
1404	N
1405	N
1406	N
1407	N
1408	N
1409	N
1410	N
1411	N
1412	N
1413	N
1414	N
1415	N
1416	N
1417	N
1418	N
1419	N
1420	N
1421	N
1422	~
1423	V
1424	N
1425	N
1426	N
1427	N
1428	N
1429	V
1430	N
1431	N
1432	N
1433	N
1434	N
1435	N
1436	N
1437	N
1438	N
1439	N
1440	N
1441	N
1442	N
1443	N
1444	N
1445	N
1446	N
1447	N
1448	N
1449	N
1450	N
1451	N
1452	N
1453	V
1454	N
1455	N
1456	N
1457	N
1458	N
1459	V
1460	N
1461	N
1462	N
1463	V
1464	N
1465	N
1466	N
1467	V
1468	N
1469	N
1470	N
1471	N
1472	N
1473	N
1474	N
1475	V
1476	N
1477	N
1478	N
1479	N
1480	N
1481	~
1482	N
1483	N
1484	N
1485	N
1486	N
1487	N
1488	+
1489	V
1490	N
1491	V
1492	N
1493	V
1494	+
1495	N
1496	N
1497	N
1498	N
1499	N
1500	N
1501	N
1502	N
1503	+
1504	V
1505	V
1506	V
1507	V
1508	+
1509	N
1510	N
1511	N
1512	N
1513	V
1514	N
1515	V
1516	~
1517	N
1518	N
1519	N
1520	N
1521	N
1522	N
1523	N
1524	N
1525	N
1526	+
1527	V
1528	N
1529	V
1530	N
1531	V
1532	N
1533	V
1534	N
1535	V
1536	+
1537	N
1538	A
1539	N
1540	+
1541	~
1542	V
1543	N
1544	V
1545	N
1546	V
1547	N
1548	V
1549	N
1550	V
1551	+
1552	N
1553	A
1554	N
1555	+
1556	V
1557	N
1558	V
1559	N
1560	~
1561	V
1562	N
1563	V
1564	V
1565	+
1566	N
1567	N
1568	~
1569	N
1570	N
1571	N
1572	N
1573	+
1574	V
1575	N
1576	V
1577	N
1578	V
1579	N
1580	V
1581	+
1582	N
1583	N
1584	+
1585	V
1586	N
1587	V
1588	N
1589	V
1590	N
1591	V
1592	N
1593	V
1594	+
1595	N
1596	N
1597	N
1598	N
1599	N
1600	N
1601	N
1602	V
1603	N
1604	V
1605	V
1606	N
1607	+
1608	V
1609	~
1610	N
1611	V
1612	N
1613	V
1614	N
1615	V
1616	N
1617	V
1618	N
1619	V
1620	N
1621	V
1622	N
1623	V
1624	N
1625	V
1626	N
1627	V
1628	N
1629	V
1630	N
1631	V
1632	N
1633	V
1634	N
1635	V
1636	N
1637	V
1638	N
1639	V
1640	N
1641	V
1642	N
1643	V
1644	N
1645	V
1646	N
1647	V
1648	N
1649	V
1650	N
1651	V
1652	N
1653	V
1654	N
1655	V
1656	V
1657	N
1658	V
1659	N
1660	V
1661	+
1662	N
1663	N
1664	N
1665	N
1666	A
1667	N
1668	N
1669	N
1670	N
1671	N
1672	N
1673	N
1674	N
1675	N
1676	N
1677	N
1678	N
1679	N
1680	N
1681	+
1682	V
1683	N
1684	V
1685	N
1686	V
1687	N
1688	V
1689	N
1690	V
1691	N
1692	V
1693	N
1694	V
1695	N
1696	V
1697	N
1698	V
1699	N
1700	V
1701	N
1702	+
1703	V
1704	V
1705	F
1706	+
1707	N
1708	V
1709	N
1710	V
1711	N
1712	V
1713	N
1714	V
1715	N
1716	V
1717	N
1718	V
1719	N
1720	V
1721	N
1722	V
1723	N
1724	V
1725	N
1726	V
1727	N
1728	V
1729	N
1730	V
1731	N
1732	V
1733	N
1734	V
1735	N
1736	V
1737	N
1738	V
1739	N
1740	V
1741	V
1742	N
1743	V
1744	N
1745	+
1746	V
1747	V
1748	V
1749	V
1750	+
1751	N
1752	V
1753	N
1754	V
1755	N
1756	V
1757	V
1758	N
1759	V
1760	N
1761	V
1762	N
1763	V
1764	N
1765	V
1766	N
1767	V
1768	N
1769	V
1770	N
1771	V
1772	V
1773	N
1774	V
1775	N
1776	V
1777	N
1778	V
1779	N
1780	V
1781	+
1782	N
1783	N
1784	+
1785	V
1786	N
1787	V
1788	N
1789	V
1790	N
1791	V
1792	N
1793	V
1794	N
1795	+
1796	V
1797	V
1798	V
1799	+
1800	N
1801	V
1802	N
1803	V
1804	N
1805	V
1806	N
1807	V
1808	N
1809	V
1810	~
1811	N
1812	V
1813	N
1814	V
1815	N
1816	V
1817	N
1818	~
1819	V
1820	N
1821	V
1822	V
1823	N
1824	V
1825	+
1826	N
1827	N
1828	N
1829	N
1830	N
1831	N
1832	N
1833	N
1834	V
1835	N
1836	V
1837	V
1838	N
1839	+
1840	V
1841	N
1842	V
1843	N
1844	V
1845	+
1846	N
1847	N
1848	+
1849	V
1850	N
1851	V
1852	N
1853	V
1854	N
1855	V
1856	N
1857	V
1858	N
1859	V
1860	V
1861	N
1862	V
1863	N
1864	V
1865	N
1866	V
1867	N
1868	V
1869	N
1870	V
1871	N
1872	V
1873	V
1874	N
1875	V
1876	N
1877	V
1878	N
1879	V
1880	N
1881	V
1882	N
1883	V
1884	N
1885	V
1886	N
1887	V
1888	N
1889	V
1890	N
1891	V
1892	N
1893	V
1894	V
1895	N
1896	V
1897	N
1898	V
1899	N
1900	V
1901	N
1902	V
1903	N
1904	V
1905	N
1906	V
1907	N
1908	V
1909	N
1910	V
1911	N
1912	V
1913	N
1914	V
1915	N
1916	V
1917	N
1918	V
1919	N
1920	V
1921	N
1922	V
1923	N
1924	V
1925	N
1926	V
1927	N
1928	V
1929	N
1930	V
1931	N
1932	V
1933	N
1934	V
1935	N
1936	V
1937	N
1938	V
1939	N
1940	V
1941	N
1942	V
1943	N
1944	V
1945	N
1946	V
1947	N
1948	V
1949	~
1950	N
1951	V
1952	N
1953	V
1954	N
1955	V
1956	N
1957	V
1958	N
1959	V
1960	N
1961	V
1962	N
1963	V
1964	N
1965	V
1966	N
1967	V
1968	N
1969	V
1970	N
1971	V
1972	N
1973	V
1974	N
1975	V
1976	N
1977	V
1978	N
1979	V
1980	N
1981	V
1982	N
1983	V
1984	N
1985	V
1986	N
1987	V
1988	N
1989	V
1990	N
1991	V
1992	N
1993	V
1994	N
1995	V
1996	~
1997	N
1998	V
1999	N
2000	V
2001	N
2002	V
2003	N
2004	V
2005	N
2006	V
2007	N
2008	V
2009	N
2010	V
2011	V
2012	N
2013	V
2014	+
2015	N
2016	N
2017	N
2018	N
2019	N
2020	V
2021	N
2022	V
2023	N
2024	V
2025	V
2026	N
2027	+
2028	V
2029	N
2030	V
2031	N
2032	V
2033	N
2034	V
2035	N
2036	V
2037	N
2038	V
2039	N
2040	V
2041	N
2042	V
2043	N
2044	V
2045	N
2046	V
2047	N
2048	V
2049	N
2050	V
2051	N
2052	V
2053	N
2054	V
2055	N
2056	V
2057	N
2058	V
2059	N
2060	V
2061	N
2062	V
2063	N
2064	V
2065	N
2066	V
2067	N
2068	V
2069	N
2070	V
2071	N
2072	V
2073	+
2074	N
2075	N
2076	N
2077	N
2078	N
2079	A
2080	N
2081	+
2082	V
2083	N
2084	V
2085	N
2086	V
2087	N
2088	V
2089	N
2090	V
2091	N
2092	V
2093	V
2094	N
2095	V
2096	N
2097	V
2098	N
2099	V
2100	N
2101	V
2102	N
2103	V
2104	N
2105	V
2106	N
2107	V
2108	N
2109	V
2110	N
2111	V
2112	N
2113	V
2114	N
2115	V
2116	N
2117	V
2118	~
2119	N
2120	V
2121	N
2122	V
2123	N
2124	V
2125	+
2126	N
2127	~
2128	N
2129	A
2130	N
2131	N
2132	N
2133	N
2134	N
2135	+
2136	V
2137	N
2138	V
2139	N
2140	V
2141	N
2142	V
2143	N
2144	V
2145	N
2146	V
2147	N
2148	V
2149	N
2150	V
2151	N
2152	V
2153	N
2154	V
2155	N
2156	V
2157	N
2158	V
2159	N
2160	V
2161	N
2162	V
2163	N
2164	V
2165	N
2166	V
2167	N
2168	V
2169	V
2170	N
2171	V
2172	N
2173	V
2174	N
2175	V
2176	N
2177	V
2178	N
2179	V
2180	N
2181	V
2182	N
2183	V
2184	N
2185	V
2186	N
2187	V
2188	N
2189	V
2190	N
2191	V
2192	N
2193	V
2194	N
2195	V
2196	N
2197	V
2198	N
2199	V
2200	N
2201	V
2202	N
2203	V
2204	N
2205	V
2206	N
2207	V
2208	V
2209	N
2210	V
2211	N
2212	V
2213	N
2214	V
2215	V
2216	+
2217	N
2218	N
2219	N
2220	N
2221	N
2222	N
2223	N
2224	N
2225	N
2226	N
2227	N
2228	+
2229	V
2230	N
2231	V
2232	N
2233	V
2234	N
2235	V
2236	N
2237	V
2238	N
2239	V
2240	N
2241	V
2242	N
2243	V
2244	N
2245	V
2246	N
2247	V
2248	N
2249	V
2250	N
2251	V
2252	N
2253	V
2254	N
2255	V
2256	N
2257	V
2258	N
2259	V
2260	N
2261	V
2262	N
2263	V
2264	N
2265	V
2266	N
2267	V
2268	N
2269	V
2270	N
2271	V
2272	N
2273	V
2274	N
2275	V
2276	N
2277	V
2278	N
2279	V
2280	N
2281	V
2282	N
2283	V
2284	N
2285	V
2286	N
2287	V
2288	N
2289	V
2290	N
2291	V
2292	N
2293	V
2294	N
2295	V
2296	N
2297	V
2298	N
2299	V
2300	N
2301	V
2302	N
2303	V
2304	N
2305	V
2306	N
2307	V
2308	N
2309	V
2310	N
2311	V
2312	N
2313	V
2314	V
2315	+
2316	N
2317	N
2318	V
2319	N
2320	N
2321	N
2322	N
2323	N
2324	N
2325	N
2326	N
2327	N
2328	N
2329	N
2330	N
2331	N
2332	A
2333	N
2334	V
2335	N
2336	+
2337	V
2338	V
2339	V
2340	+
2341	N
2342	V
2343	N
2344	N
2345	N
2346	+
2347	V
2348	N
2349	V
2350	N
2351	V
2352	N
2353	V
2354	N
2355	V
2356	N
2357	V
2358	+
2359	N
2360	N
2361	N
2362	N
2363	A
2364	N
2365	N
2366	N
2367	N
2368	N
2369	+
2370	V
2371	N
2372	V
2373	N
2374	V
2375	+
2376	N
2377	N
2378	N
2379	N
2380	N
2381	N
2382	A
2383	A
2384	N
2385	V
2386	V
2387	N
2388	V
2389	N
2390	N
2391	V
2392	N
2393	V
2394	N
2395	N
2396	V
2397	N
2398	V
2399	N
2400	V
2401	V
2402	N
2403	+
2404	V
2405	N
2406	V
2407	N
2408	V
2409	N
2410	V
2411	N
2412	V
2413	N
2414	V
2415	N
2416	V
2417	N
2418	V
2419	N
2420	V
2421	+
2422	N
2423	N
2424	+
2425	V
2426	N
2427	V
2428	N
2429	V
2430	+
2431	N
2432	N
2433	+
2434	V
2435	N
2436	V
2437	N
2438	V
2439	+
2440	N
2441	N
2442	N
2443	N
2444	N
2445	N
2446	N
2447	N
2448	N
2449	N
2450	N
2451	N
2452	A
2453	N
2454	+
2455	V
2456	N
2457	V
2458	N
2459	V
2460	N
2461	V
2462	V
2463	N
2464	V
2465	V
2466	+
2467	N
2468	N
2469	N
2470	N
2471	N
2472	N
2473	N
2474	+
2475	V
2476	N
2477	V
2478	N
2479	V
2480	+
2481	N
2482	N
2483	N
2484	+
2485	V
2486	N
2487	V
2488	N
2489	V
2490	N
2491	V
2492	+
2493	N
2494	N
2495	N
2496	N
2497	N
2498	N
2499	N
2500	N
2501	N
2502	A
2503	N
2504	+
2505	V
2506	N
2507	V
2508	N
2509	V
2510	N
2511	V
2512	+
2513	N
2514	N
2515	N
2516	N
2517	N
2518	N
2519	N
2520	N
2521	N
2522	N
2523	N
2524	A
2525	N
2526	V
2527	N
2528	V
2529	N
2530	N
2531	V
2532	N
2533	V
2534	N
2535	N
2536	N
2537	N
2538	V
2539	V
2540	N
2541	+
2542	V
2543	N
2544	V
2545	N
2546	V
2547	+
2548	N
2549	N
2550	N
2551	N
2552	N
2553	N
2554	N
2555	N
2556	A
2557	N
2558	+
2559	V
2560	N
2561	V
2562	N
2563	V
2564	+
2565	N
2566	N
2567	N
2568	N
2569	N
2570	N
2571	N
2572	N
2573	N
2574	N
2575	N
2576	N
2577	N
2578	N
2579	A
2580	N
2581	+
2582	V
2583	N
2584	V
2585	N
2586	V
2587	+
2588	N
2589	N
2590	N
2591	N
2592	+
2593	V
2594	N
2595	V
2596	N
2597	V
2598	N
2599	V
2600	+
2601	N
2602	N
2603	N
2604	A
2605	N
2606	V
2607	N
2608	V
2609	N
2610	N
2611	V
2612	V
2613	N
2614	V
2615	N
2616	N
2617	N
2618	N
2619	N
2620	V
2621	N
2622	V
2623	N
2624	N
2625	N
2626	N
2627	N
2628	A
2629	N
2630	V
2631	N
2632	V
2633	N
2634	N
2635	N
2636	N
2637	N
2638	N
2639	N
2640	N
2641	N
2642	N
2643	N
2644	N
2645	N
2646	N
2647	N
2648	V
2649	N
2650	V
2651	N
2652	N
2653	V
2654	N
2655	N
2656	V
2657	N
2658	V
2659	N
2660	N
2661	V
2662	V
2663	N
2664	V
2665	N
2666	N
2667	N
2668	N
2669	N
2670	N
2671	N
2672	N
2673	A
2674	N
2675	N
2676	N
2677	N
2678	N
2679	N
2680	N
2681	V
2682	N
2683	V
2684	N
2685	N
2686	N
2687	N
2688	N
2689	+
2690	V
2691	N
2692	V
2693	N
2694	V
2695	+
2696	N
2697	N
2698	N
2699	A
2700	N
2701	+
2702	V
2703	N
2704	V
2705	N
2706	V
2707	N
2708	V
2709	N
2710	V
2711	N
2712	V
2713	+
2714	N
2715	N
2716	N
2717	N
2718	N
2719	N
2720	N
2721	N
2722	N
2723	N
2724	N
2725	N
2726	A
2727	N
2728	V
2729	N
2730	N
2731	N
2732	N
2733	N
2734	+
2735	V
2736	N
2737	V
2738	N
2739	V
2740	N
2741	V
2742	+
2743	N
2744	N
2745	N
2746	N
2747	N
2748	N
2749	N
2750	+
2751	V
2752	N
2753	V
2754	N
2755	V
2756	N
2757	V
2758	+
2759	N
2760	N
2761	~
2762	N
2763	N
2764	N
2765	N
2766	N
2767	N
2768	N
2769	N
2770	N
2771	~
2772	N
2773	N
2774	N
2775	N
2776	V
2777	N
2778	N
2779	N
2780	V
2781	N
2782	V
2783	N
2784	N
2785	N
2786	N
